#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321A291F6
#Date Time: 2018-03-21 13:32:40.172
#Sample rate: 9900.99Hz
#Samples: 256
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V
#Channel 2: Range: 500 mV/div Offset: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.023028,0.048851160020302875,0.61301742537507142
-0.022926999999999999,0.056207732932626167,0.61703294487230986
-0.022825999999999999,0.063898695522782351,0.6207138377447784
-0.022724999999999999,0.07158965811293852,0.62406010399247702
-0.022623999999999998,0.078946231025261937,0.62707174361540585
-0.022523000000000001,0.086637193615417774,0.62974875661356466
-0.022421999999999997,0.094662545883407154,0.63209114298695379
-0.022321000000000001,0.10235350847356312,0.63409890273557301
-0.022219999999999997,0.1103788607415525,0.63610666248419234
-0.022119,0.11806982333170844,0.63811442223281134
-0.022017999999999999,0.12609517559969749,0.63978755535666076
-0.021916999999999999,0.13412052786768655,0.64179531510527987
-0.021815999999999999,0.14214588013567561,0.64313382160435939
-0.021714999999999998,0.14983684272583189,0.6448069547282087
-0.021614000000000001,0.15786219499382073,0.64614546122728822
-0.021512999999999997,0.16555315758397712,0.64748396772636763
-0.021412,0.17391289952979883,0.64848784760067724
-0.021311,0.18193825179778789,0.65016098072452655
-0.02121,0.18996360406577703,0.65116486059883616
-0.021108999999999999,0.19798895633376609,0.65216874047314577
-0.021007999999999999,0.20601430860175515,0.65317262034745538
-0.020906999999999999,0.2140396608697443,0.65417650022176499
-0.020805999999999998,0.22206501313773336,0.6551803800960746
-0.020705000000000001,0.2300903654057222,0.65618425997038421
-0.020603999999999997,0.23778132799587859,0.65718813984469371
-0.020503,0.24614106994170029,0.65819201971900332
-0.020402,0.25416642220968932,0.65886127296854313
-0.020301,0.2621917744776785,0.65986515284285263
-0.020199999999999999,0.2702171267456675,0.66053440609239245
-0.020098999999999999,0.27824247901365656,0.66153828596670206
-0.019997999999999998,0.28626783128164573,0.66254216584101167
-0.019896999999999998,0.2942931835496348,0.66321141909055137
-0.019796000000000001,0.30231853581762363,0.66388067234009107
-0.019694999999999997,0.31067827776344575,0.66488455221440068
-0.019594,0.3183692403536017,0.66555380546394038
-0.019493,0.32639459262159087,0.66622305871348009
-0.019392,0.33441994488957993,0.6668923119630199
-0.019290999999999999,0.342445297157569,0.6675615652125596
-0.019189999999999999,0.35080503910339095,0.66823081846209931
-0.019089000000000002,0.35883039137137973,0.66890007171163901
-0.018987999999999998,0.36685574363936913,0.66956932496117882
-0.018887000000000001,0.37521548558519086,0.66990395158594862
-0.018785999999999997,0.38324083785318025,0.67057320483548843
-0.018685,0.39126619012116898,0.67124245808502814
-0.018584,0.39929154238915809,0.67191171133456784
-0.018482999999999999,0.40731689465714715,0.67224633795933775
-0.018381999999999999,0.41534224692513622,0.67291559120887745
-0.018280999999999999,0.42336759919312528,0.67325021783364736
-0.018180000000000002,0.43172734113894695,0.67391947108318706
-0.018078999999999998,0.43975269340693635,0.67458872433272676
-0.017978000000000001,0.44777804567492518,0.67492335095749667
-0.017877000000000001,0.45613778762074714,0.67525797758226647
-0.017776,0.4641631398887362,0.67592723083180628
-0.017675,0.47218849215672531,0.67626185745657608
-0.017573999999999999,0.48021384442471438,0.67659648408134598
-0.017472999999999999,0.48823919669270344,0.67726573733088569
-0.017371999999999999,0.49626454896069261,0.67760036395565559
-0.017270999999999998,0.50428990122868167,0.6779349905804255
-0.017169999999999998,0.51264964317450368,0.6786042438299652
-0.017069000000000001,0.52067499544249252,0.678938870454735
-0.016968,0.52836595803264863,0.67927349707950491
-0.016867,0.53672569997847064,0.67960812370427481
-0.016766,0.54508544192429265,0.68027737695381452
-0.016664999999999999,0.55277640451444876,0.68061200357858442
-0.016563999999999999,0.56113614646027077,0.68128125682812413
-0.016462999999999998,0.56916149872825972,0.68161588345289392
-0.016362000000000002,0.57718685099624856,0.68195051007766383
-0.016260999999999998,0.58521220326423795,0.68261976332720353
-0.016160000000000001,0.59323755553222679,0.68261976332720353
-0.016059,0.60126290780021596,0.68328901657674335
-0.015958,0.60928826006820502,0.68362364320151314
-0.015857,0.61731361233619408,0.68395826982628305
-0.015755999999999999,0.62567335428201598,0.68429289645105285
-0.015654999999999999,0.63403309622783799,0.68462752307582275
-0.015553999999999998,0.64205844849582694,0.68496214970059266
-0.015453,0.650083800763816,0.68529677632536246
-0.015351999999999999,0.65810915303180506,0.68596602957490227
-0.015251000000000001,0.66613450529979401,0.68596602957490227
-0.01515,0.67415985756778318,0.68663528282444197
-0.015049,0.48656724830353903,0.5527846329164956
-0.014947999999999999,0.0060492812576945949,0.027086205403036114
-0.014846999999999999,0.0060492812576945949,0.064899014002030964
-0.014745999999999999,0.0060492812576945949,0.10739659534780395
-0.014644999999999998,0.0060492812576945949,0.15022880331834743
-0.014544,0.0060492812576945949,0.19272638466411979
-0.014442999999999999,0.0060492812576945949,0.23522396600989276
-0.014342000000000001,0.0060492812576945949,0.27772154735566512
-0.014241,0.0060492812576945949,0.32055375532620861
-0.01414,0.0063836709355274725,0.36271671004721168
-0.014038999999999999,0.0060492812576945949,0.40521429139298465
-0.013937999999999999,0.0060492812576945949,0.44737724611398777
-0.013836999999999999,0.0063836709355274725,0.48853632096068128
-0.013736,0.0077212296468589809,0.52534524968536656
-0.013635,0.010396347069521998,0.55378851279080521
-0.013533999999999999,0.015077802559182278,0.57286223040268758
