#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321A291F6
#Date Time: 2018-03-21 14:41:19.980
#Sample rate: 20000Hz
#Samples: 256
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V
#Channel 2: Range: 1 V/div Offset: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
0.0557,1.0028780950391991,-0.70433011237230325
0.055750000000000001,0.99552662820537097,-0.70433011237230325
0.055800000000000002,0.98817516137154282,-0.70433011237230325
0.055850000000000004,0.98082369453771456,-0.70433011237230325
0.055900000000000005,0.97714796112080027,-0.70433011237230325
0.05595,0.96979649428697323,-0.70433011237230325
0.056000000000000001,0.96244502745314486,-0.70433011237230325
0.056050000000000003,0.95876929403623068,-0.70433011237230325
0.056100000000000004,0.95141782720240253,-0.7006528559773112
0.056150000000000005,0.94406636036857439,-0.7006528559773112
0.0562,0.94039062695166076,-0.7006528559773112
0.056250000000000001,0.93303916011783283,-0.7006528559773112
0.056300000000000003,0.92568769328400469,-0.7006528559773112
0.056350000000000004,0.91833622645017654,-0.70433011237230325
0.056400000000000006,0.91466049303326213,-0.70433011237230325
0.05645,0.9073090261994351,-0.70433011237230325
0.056500000000000002,0.89995755936560673,-0.7006528559773112
0.056550000000000003,0.89628182594869255,-0.7006528559773112
0.056600000000000004,0.88893035911486462,-0.7006528559773112
0.056650000000000006,0.88525462569795033,-0.7006528559773112
0.0567,0.8815788922810367,-0.7006528559773112
0.056750000000000002,0.87422742544720877,-0.7006528559773112
0.056800000000000003,0.86687595861338074,-0.7006528559773112
0.056850000000000005,0.86320022519646622,-0.70065285597731108
0.056900000000000006,0.85584875836263807,-0.69697559958231903
0.056950000000000001,0.84849729152881104,-0.69697559958231903
0.057000000000000002,0.84114582469498267,-0.69697559958231903
0.057050000000000003,0.83747009127806837,-0.69697559958231903
0.057100000000000005,0.83011862444424023,-0.69697559958231925
0.057149999999999999,0.82276715761041297,-0.70065285597731097
0.057200000000000001,0.81909142419349867,-0.69697559958231914
0.057250000000000002,0.81173995735967064,-0.69697559958231903
0.057300000000000004,0.80806422394275645,-0.69697559958231903
0.057350000000000005,0.80071275710892831,-0.69697559958231903
0.0574,0.79703702369201479,-0.69697559958231903
0.057450000000000001,0.78968555685818687,-0.69697559958231903
0.057500000000000002,0.7823340900243585,-0.69697559958231903
0.057550000000000004,0.77498262319053046,-0.69697559958231903
0.057600000000000005,0.77130688977361617,-0.69697559958231903
0.05765,0.76395542293978891,-0.69697559958231903
0.057700000000000001,0.75660395610596076,-0.69697559958231903
0.057750000000000003,0.74925248927213262,-0.69697559958231903
0.057800000000000004,0.74557675585521843,-0.69697559958231903
0.057849999999999999,0.73822528902139106,-0.69697559958231903
0.0579,0.73087382218756292,-0.69697559958231903
0.057950000000000002,0.72719808877064862,-0.69329834318732686
0.058000000000000003,0.72352235535373433,-0.69329834318732686
0.058050000000000004,0.71617088851990618,-0.69329834318732686
0.058099999999999999,0.70881942168607914,-0.69329834318732686
0.05815,0.70514368826916451,-0.69329834318732686
0.058200000000000002,0.69779222143533659,-0.69329834318732686
0.058250000000000003,0.69044075460150844,-0.69329834318732686
0.058300000000000005,0.6830892877676803,-0.69329834318732686
0.058349999999999999,0.67941355435076667,-0.69329834318732686
0.058400000000000001,0.67206208751693886,-0.69329834318732686
0.058450000000000002,0.66471062068311049,-0.69329834318732686
0.058500000000000003,0.65735915384928245,-0.69329834318732686
0.058550000000000005,0.65368342043236816,-0.69329834318732686
0.058599999999999999,0.64633195359854101,-0.69329834318732686
0.058650000000000001,0.63898048676471264,-0.69329834318732686
0.058700000000000002,0.63530475334779846,-0.68962108679233469
0.058750000000000004,0.62795328651397031,-0.68962108679233469
0.058800000000000005,0.62060181968014216,-0.68962108679233469
0.05885,0.61692608626322865,-0.68962108679233469
0.058900000000000001,0.60957461942940072,-0.68962108679233469
0.058950000000000002,0.60222315259557235,-0.68962108679233469
0.059000000000000004,0.59854741917865817,-0.68962108679233469
0.059050000000000005,0.59119595234483024,-0.68962108679233469
0.0591,0.58752021892791673,-0.68962108679233469
0.059150000000000001,0.58016875209408858,-0.68962108679233469
0.059200000000000003,0.5764930186771744,-0.68962108679233469
0.059250000000000004,0.56914155184334625,-0.68962108679233458
0.059300000000000005,0.56179008500951788,-0.68594383039734252
0.05935,0.55443861817569084,-0.68594383039734252
0.059400000000000001,0.55076288475877655,-0.68962108679233458
0.059450000000000003,0.54341141792494829,-0.68594383039734252
0.059500000000000004,0.53605995109112015,-0.68594383039734252
0.059550000000000006,0.52870848425729222,-0.68594383039734252
0.0596,0.52503275084037859,-0.68594383039734252
0.059650000000000002,0.51768128400655045,-0.68594383039734252
0.059700000000000003,0.51400555058963626,-0.68594383039734252
0.059750000000000004,0.50665408375580812,-0.68594383039734252
0.059800000000000006,0.49930261692197986,-0.68594383039734252
0.05985,0.49195115008815266,-0.68594383039734252
0.059900000000000002,0.48827541667123842,-0.68594383039734252
0.059950000000000003,0.48092394983741021,-0.68226657400235036
0.060000000000000005,0.47357248300358218,-0.68594383039734252
0.060049999999999999,0.46989674958666855,-0.68594383039734252
0.060100000000000001,0.46254528275284057,-0.68226657400235047
0.060150000000000002,0.45519381591901231,-0.68226657400235036
0.060200000000000004,0.45151808250209807,-0.68594383039734241
0.060250000000000005,0.44416661566827009,-0.68226657400235036
0.060299999999999999,0.44049088225135652,-0.68226657400235036
